local_id,local_name,local_slug,supabase_id,supabase_name,supabase_slug,match_method,confidence,local_category,supabase_category,local_equipment,supabase_equipment,local_video_asset,supabase_media_path,status,reason
2939,Pike Press (between benches): Elevated (between benches),pike-press-between-benches-elevated-between-benches,,,,UNMATCHED,0.00,Shoulder,,Body Weight,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2940,Upright Row,upright-row,73,Barbell Upright Row,barbell-upright-row,HIGH_CONFIDENCE,0.67,Shoulder,BACK and TRAPEZIUS,Barbell,Barbell,traps.mp4,video/BACK and TRAPEZIUS/gif-male/Barbell upright row male.gif,CONFLICT,context-constrained similarity score 0.67; multiple equal-confidence Supabase candidates
2941,Lateral Raise,lateral-raise,649,Dumbbell Lateral Raise,dumbbell-lateral-raise,ALIAS_MEDIA_MATCH,0.99,Shoulder,shoulders,Cable,Dumbbell,DB LATERAL RAISE.mp4,video/shoulders/videos/Dumbbell Lateral Raise.mp4,CONFLICT,local linked video filename equals Supabase media filename: DB LATERAL RAISE.mp4; incompatible category equipment
2942,Lateral Raise: One Arm,lateral-raise-single-arm,,,,UNMATCHED,0.00,Shoulder,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2943,Upright Row: One Arm,upright-row-single-arm,63,Single-Arm Dumbbell Row,single-arm-dumbbell-row,REVIEW,0.60,Shoulder,BACK and TRAPEZIUS,Cable,Dumbbell,,video/BACK and TRAPEZIUS/gif-female/Single-arm row with bench support femme.gif,CONFLICT,candidate similarity score 0.60; incompatible  equipment
2944,Upright Row: with rope,upright-row-with-rope,,,,UNMATCHED,0.00,Shoulder,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2945,Y Raise,y-raise,,,,UNMATCHED,0.00,Shoulder,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2946,Incline Lateral Raise,incline-lateral-raise,632,Incline Lateral Raise,incline-lateral-raise,EXACT_SLUG,1.00,Shoulder,shoulders,Dumbbell,Dumbbell,,video/shoulders/gif-female/Incline lateral raise femme.gif,CONFLICT,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: incline lateral raise; local alias equals Supabase slug: incline lateral raise; incompatible category
2947,Lateral Raise: other machine,lateral-raise-other-machine,655,Lateral Raise Machine,lateral-raise-machine,REVIEW,0.74,Shoulder,shoulders,Lever (selectorized),Machine,,video/shoulders/videos/Lateral Raise Machine.mp4,CONFLICT,candidate similarity score 0.75; incompatible category
2948,Rear Delt Row,rear-delt-row,184,Rear Delt Fly,rear-delt-fly,REVIEW,0.50,Shoulder,BACK and TRAPEZIUS,Barbell,Barbell,,video/BACK and TRAPEZIUS/videos/Rear Delt Fly.mp4,CONFLICT,candidate similarity score 0.50; incompatible category
2949,Reverse Fly,reverse-fly,184,Rear Delt Fly,rear-delt-fly,ALIAS_MEDIA_MATCH,0.99,Shoulder,BACK and TRAPEZIUS,Cable,Barbell,Rear Delt Fly.mp4,video/BACK and TRAPEZIUS/videos/Rear Delt Fly.mp4,CONFLICT,local linked video filename equals Supabase media filename: Rear Delt Fly.mp4; incompatible category equipment
2950,Rear Delt Row: Standing Rear Delt Row (stirrups),rear-delt-row-standing-rear-delt-row-stirrups,,,,UNMATCHED,0.00,Shoulder,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2951,Rear Lateral Raise,rear-lateral-raise,610,Cable Lateral Raise,cable-lateral-raise,REVIEW,0.50,Shoulder,shoulders,Cable,Cable,,video/shoulders/gif-female/Cable lateral raise femme.gif,CONFLICT,candidate similarity score 0.50; incompatible category
2952,Seated Rear Lateral Raise,seated-rear-lateral-raise,,,,UNMATCHED,0.00,Shoulder,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2953,Lying Rear Lateral Raise,lying-rear-lateral-raise,,,,UNMATCHED,0.00,Shoulder,,Lever (plate loaded),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2954,Seated Rear Delt Row,seated-rear-delt-row,663,Rear Delt,rear-delt,REVIEW,0.50,Shoulder,shoulders,Lever (plate loaded),Machine,,video/shoulders/videos/Rear Delt.mp4,CONFLICT,candidate similarity score 0.50; incompatible category
2955,Seated Rear Delt Row: alternative machine,seated-rear-delt-row-alternative-machine,,,,UNMATCHED,0.00,Shoulder,,Lever (plate loaded),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2956,Seated Reverse Fly,seated-reverse-fly,60,Dumbbell Reverse Fly,dumbbell-reverse-fly,REVIEW,0.50,Shoulder,BACK and TRAPEZIUS|shoulders,Lever (selectorized),Dumbbell,,video/BACK and TRAPEZIUS/gif-female/Dumbbell Reverse Fly femme.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
2957,Seated Reverse Fly: pronated grip,seated-reverse-fly-pronated-grip,,,,UNMATCHED,0.00,Shoulder,,Lever (selectorized),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2958,Rear Delt Inverted Row (high bar),rear-delt-inverted-row-high-bar,,,,UNMATCHED,0.00,Shoulder,,Body Weight,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2959,Rear Delt Inverted Row (on hips),rear-delt-inverted-row-on-hips,,,,UNMATCHED,0.00,Shoulder,,Body Weight,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2960,Front Lateral Raise,front-lateral-raise,610,Cable Lateral Raise,cable-lateral-raise,REVIEW,0.50,Shoulder,shoulders,Cable,Cable,,video/shoulders/gif-female/Cable lateral raise femme.gif,CONFLICT,candidate similarity score 0.50; incompatible category
2961,Full Can Lateral Raise,full-can-lateral-raise,,,,UNMATCHED,0.00,Shoulder,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2962,Lying Lateral Raise,lying-lateral-raise,632,Incline Lateral Raise,incline-lateral-raise,REVIEW,0.50,Shoulder,shoulders,Dumbbell,Dumbbell,,video/shoulders/gif-female/Incline lateral raise femme.gif,CONFLICT,candidate similarity score 0.50; incompatible category
2963,Triceps Dip: kneeling,triceps-dip-kneeling,,,,UNMATCHED,0.00,Upper Arms,,Assisted,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2964,Lying Triceps Extension,lying-triceps-extension,,,,UNMATCHED,0.00,Upper Arms,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2965,Lying Triceps Extension: Skull Crusher,lying-triceps-extension-skull-crusher,,,,UNMATCHED,0.00,Upper Arms,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2966,Triceps Extension,triceps-extension,,,,UNMATCHED,0.00,Upper Arms,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2967,Bent-over Triceps Extension,bent-over-triceps-extension,,,,UNMATCHED,0.00,Upper Arms,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2968,Pushdown,push-down,450,Triceps Pressdown,triceps-pressdown,REVIEW,0.67,Upper Arms,Full Arms,Cable,Cable,,video/Full Arms/videos/Triceps Pressdown (Bar).mp4,CONFLICT,candidate similarity score 0.67; incompatible category
2969,Pushdown: One Arm,push-down-single-arm,,,,UNMATCHED,0.00,Upper Arms,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2970,Pushdown: with back support,push-down-with-back-support,,,,UNMATCHED,0.00,Upper Arms,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2971,Pushdown: with V-bar attachment,push-down-with-v-bar-attachment,427,V-Bar Triceps Pushdown,v-bar-triceps-pushdown,REVIEW,0.57,Upper Arms,Full Arms,Cable,Cable,,video/Full Arms/TRICEPS/gif-female/V-bar tricep pushdown femme.gif,CONFLICT,candidate similarity score 0.57; incompatible category
2972,Triceps Extension: with rope,triceps-extension-with-rope,,,,UNMATCHED,0.00,Upper Arms,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2973,Kickback,kick-back,402,Dumbbell Triceps Kickback,dumbbell-triceps-kickback,REVIEW,0.50,Upper Arms,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/TRICEPS/gif-female/Dumbbell tricep kickback femme.gif,CONFLICT,candidate similarity score 0.50; multiple equal-confidence Supabase candidates
2974,One Arm Triceps Extension (on bench),single-arm-triceps-extension-on-bench,476,Single Arm Triceps Extension,single-arm-triceps-extension,REVIEW,0.67,Upper Arms,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/TRICEPS/gif-male/Single-arm triceps extension male.gif,CONFLICT,candidate similarity score 0.67; incompatible category
2975,Triceps Dip: alternative machine,triceps-dip-alternative-machine,,,,UNMATCHED,0.00,Upper Arms,,Lever (selectorized),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2976,Triceps Extension: with preacher pad New!,triceps-extension-with-preacher-pad-new,,,,UNMATCHED,0.00,Upper Arms,,Lever (selectorized),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2977,Standing Triceps Dip,standing-triceps-dip,,,,UNMATCHED,0.00,Upper Arms,,Sled,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2978,Bench Dip: heel on floor,bench-dip-heel-on-floor,,,,UNMATCHED,0.00,Upper Arms,,Body Weight,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2979,Close Grip Push-up,close-grip-push-up,,,,UNMATCHED,0.00,Upper Arms,,Body Weight,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2980,Close Grip Push-up: on knees,close-grip-push-up-on-knees,,,,UNMATCHED,0.00,Upper Arms,,Body Weight,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2981,Close Grip Push-up: Incline on bar,close-grip-push-up-incline-on-bar,,,,UNMATCHED,0.00,Upper Arms,,Body Weight,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2982,Curl,curl,415,Reverse Curl,reverse-curl,REVIEW,0.50,Upper Arms,Full Arms,Barbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-female/dumbbell-reverse-curl femme.gif,CONFLICT,candidate similarity score 0.50; incompatible category
2983,Alternating Curl,alternating-curl,457,Alternating Curl,alternating-curl,EXACT_SLUG,1.00,Upper Arms,Full Arms,Cable,Cable,,video/Full Arms/Biceps and Forearm/gif-male/Alternating curl male.gif,CONFLICT,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: alternating curl; local alias equals Supabase slug: alternating curl; incompatible category
2984,Curl: with stirrups,curl-with-stirrups,,,,UNMATCHED,0.00,Upper Arms,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2985,Curl: One Arm Curl,curl-single-arm-curl,461,Cable One Arm Curl,cable-one-arm-curl,REVIEW,0.74,Upper Arms,Full Arms,Cable,Cable,,video/Full Arms/Biceps and Forearm/gif-female/cable-one-arm-curl femme.gif,CONFLICT,candidate similarity score 0.75; incompatible category
2986,Incline Curl,incline-curl,418,Dumbbell Incline Hammer Curl,dumbbell-incline-hammer-curl,REVIEW,0.50,Upper Arms,Full Arms,Dumbbell,Dumbbell,,video/Full Arms/Biceps and Forearm/gif-female/dumbbell-incline-hammer-curl femme.gif,CONFLICT,candidate similarity score 0.50; incompatible category
2987,Inverted Biceps Row,inverted-biceps-row,,,,UNMATCHED,0.00,Upper Arms,,Body Weight,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2988,Prone Incline Curl,prone-incline-curl,,,,UNMATCHED,0.00,Upper Arms,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2989,Preacher Curl: Stirrups,preacher-curl-stirrups,388,Machine Preacher Curl,machine-preacher-curl,REVIEW,0.50,Upper Arms,Full Arms,Cable,Machine,,video/Full Arms/Biceps and Forearm/gif-male/Machine preacher curl male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
2990,Preacher Curl: arms high,preacher-curl-arms-high,,,,UNMATCHED,0.00,Upper Arms,,Lever (plate loaded),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2991,Arm Curl,arm-curl,,,,UNMATCHED,0.00,Upper Arms,,Suspended,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2992,Reverse Curl,reverse-curl,415,Reverse Curl,reverse-curl,EXACT_SLUG,1.00,Forearm,Full Arms,Barbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-female/dumbbell-reverse-curl femme.gif,CONFLICT,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: reverse curl; local alias equals Supabase slug: reverse curl; incompatible category
2993,Wrist Curl,wrist-curl,417,Barbell Wrist Curl,barbell-wrist-curl,HIGH_CONFIDENCE,0.67,Forearm,Full Arms,Barbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-male/Barbell wrist curl male.gif,CONFLICT,context-constrained similarity score 0.67; multiple equal-confidence Supabase candidates
2994,Grip,grip,,,,UNMATCHED,0.00,Forearm,,Lever (plate loaded),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2995,One Hand Grip,one-hand-grip,486,Forearm Hand Grip,forearm-hand-grip,REVIEW,0.50,Forearm,Full Arms,Sled (selectorized),Bodyweight,,video/Full Arms/Biceps and Forearm/gif-male/Forearm Hand grip male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
2996,One Hand,one-hand,,,,UNMATCHED,0.00,Forearm,,Sled (plate loaded),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2997,Reverse Wrist Curl,reverse-wrist-curl,437,Forearm Reverse Wrist Curl,forearm-reverse-wrist-curl,HIGH_CONFIDENCE,0.75,Forearm,Full Arms,Barbell,Barbell,,video/Full Arms/Biceps and Forearm/gif-male/Forearm Reverse wrist curl male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.75
2998,Seated Pronation,seated-pronation,,,,UNMATCHED,0.00,Forearm,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
2999,Seated Supination,seated-supination,,,,UNMATCHED,0.00,Forearm,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3000,Bent-over Row,bent-over-row,78,Bent-Over Barbell Row,bent-over-barbell-row,REVIEW,0.74,Back,BACK and TRAPEZIUS,Barbell,Barbell,Cable Back Row 1.mp4,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,CONFLICT,candidate similarity score 0.75; incompatible category
3001,Bent-over Row: Underhand,bent-over-row-underhand,78,Bent-Over Barbell Row,bent-over-barbell-row,REVIEW,0.60,Back,BACK and TRAPEZIUS,Barbell,Barbell,Cable Back Row 1.mp4,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,CONFLICT,candidate similarity score 0.60; incompatible category
3002,One Arm Bent-over Row,single-arm-bent-over-row,166,Cable Back Row 3,cable-back-row-3,REVIEW,0.60,Back,BACK and TRAPEZIUS,Cable,Cable,Cable Back Row 1.mp4,video/BACK and TRAPEZIUS/videos/Cable Back Row 3.mp4,CONFLICT,candidate similarity score 0.60; incompatible category
3003,One Arm Straight Back Seated High Row,single-arm-straight-back-seated-high-row,,,,UNMATCHED,0.00,Back,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3004,Seated Row,seated-row,173,Cable Row Mid Lats,cable-row-mid-lats,ALIAS_MEDIA_MATCH,0.99,Back,BACK and TRAPEZIUS,Cable,Cable,Cable Row Grip Mid Lats.mp4,video/BACK and TRAPEZIUS/videos/Cable Row Grip Mid Lats.mp4,VERIFIED,local linked video filename equals Supabase media filename: Cable Row Grip Mid Lats.mp4
3005,Seated Row: Straight Back,seated-row-straight-back,,,,UNMATCHED,0.00,Back,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3006,Seated Wide Grip Row,seated-wide-grip-row,172,Cable Row Mid and Lower Lats,cable-row-mid-lower-lats,ALIAS_MEDIA_MATCH,0.99,Back,BACK and TRAPEZIUS,Cable,Cable,Cable Row Grip Mid Lats & Lower Lats.mp4,video/BACK and TRAPEZIUS/videos/Cable Row Grip Mid Lats & Lower Lats.mp4,VERIFIED,local linked video filename equals Supabase media filename: Cable Row Grip Mid Lats & Lower Lats.mp4
3007,Seated Wide Grip Row: Straight Back,seated-wide-grip-row-straight-back,,,,UNMATCHED,0.00,Back,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3008,Lying Row,lying-row,,,,UNMATCHED,0.00,Back,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3009,Incline Row,incline-row,172,Cable Row Mid and Lower Lats,cable-row-mid-lower-lats,ALIAS_MEDIA_MATCH,0.99,Back,BACK and TRAPEZIUS,Lever (plate loaded),Cable,Cable Row Grip Mid Lats & Lower Lats.mp4,video/BACK and TRAPEZIUS/videos/Cable Row Grip Mid Lats & Lower Lats.mp4,CONFLICT,local linked video filename equals Supabase media filename: Cable Row Grip Mid Lats & Lower Lats.mp4; incompatible  equipment
3010,Incline Row: Close Grip,incline-row-close-grip,87,Close-Grip Barbell Row,close-grip-barbell-row,REVIEW,0.60,Back,BACK and TRAPEZIUS,Lever (plate loaded),Barbell,,video/BACK and TRAPEZIUS/gif-male/Close-grip barbell male.gif,CONFLICT,candidate similarity score 0.60; incompatible  equipment
3011,Seated Rows,seated-row,173,Cable Row Mid Lats,cable-row-mid-lats,ALIAS_MEDIA_MATCH,0.99,Back,BACK and TRAPEZIUS,Lever (plate loaded),Cable,Cable Row Grip Mid Lats.mp4,video/BACK and TRAPEZIUS/videos/Cable Row Grip Mid Lats.mp4,CONFLICT,local linked video filename equals Supabase media filename: Cable Row Grip Mid Lats.mp4; incompatible  equipment
3012,Seated Rows: Narrow Grip,seated-row-narrow-grip,,,,UNMATCHED,0.00,Back,,Lever (plate loaded),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3013,Seated Rows: Wide Grip Low Bar,seated-row-wide-grip-low-bar,165,Wide-Grip T-Bar Row,wide-grip-t-bar-row,REVIEW,0.57,Back,BACK and TRAPEZIUS,Lever (plate loaded),Bodyweight,,video/BACK and TRAPEZIUS/gif-male/Wide-grip T-bar row male.gif,CONFLICT,candidate similarity score 0.57; incompatible  equipment
3014,Seated Rows (Others),seated-row-others,59,Seated Cable Row,seated-cable-row,REVIEW,0.50,Back,BACK and TRAPEZIUS,Lever (plate loaded),Cable,,video/BACK and TRAPEZIUS/gif-female/cable-seated-row femme.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
3015,Seated Rows (Others): Seated Low Row,seated-row-others-seated-low-row,,,,UNMATCHED,0.00,Back,,Lever (plate loaded),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3016,Seated Rows (Others): Seated High Row,seated-row-others-seated-high-row,,,,UNMATCHED,0.00,Back,,Lever (plate loaded),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3017,T-bar Row: Close grip,t-bar-row-close-grip,150,Single-Arm Close-Grip T-Bar Row,single-arm-close-grip-t-bar-row,REVIEW,0.71,Back,BACK and TRAPEZIUS,Lever (plate loaded),Bodyweight,,"video/BACK and TRAPEZIUS/gif-male/T-bar row (single-arm, close-grip) male.gif",CONFLICT,candidate similarity score 0.71; incompatible  equipment
3018,Seated Row: Wide Grip,seated-row-wide-grip,68,Banded Wide-Grip Row,banded-wide-grip-row,REVIEW,0.60,Back,BACK and TRAPEZIUS,Lever (selectorized),Bodyweight,,video/BACK and TRAPEZIUS/gif-male/banded-wide-grip-row male.gif,CONFLICT,candidate similarity score 0.60; incompatible  equipment
3019,Seated Row (no chest pad),seated-row-no-chest-pad,,,,UNMATCHED,0.00,Back,,Lever (selectorized),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3020,Seated Row (no chest pad): Straight Back,seated-row-no-chest-pad-straight-back,,,,UNMATCHED,0.00,Back,,Lever (selectorized),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3021,Underhand Seated Row,underhand-seated-row,173,Cable Row Mid Lats,cable-row-mid-lats,ALIAS_MEDIA_MATCH,0.99,Back,BACK and TRAPEZIUS,Lever (selectorized),Cable,Cable Row Grip Mid Lats.mp4,video/BACK and TRAPEZIUS/videos/Cable Row Grip Mid Lats.mp4,CONFLICT,local linked video filename equals Supabase media filename: Cable Row Grip Mid Lats.mp4; incompatible  equipment
3022,Inverted Row,inverted-row,112,Inverted Row,inverted-row,EXACT_SLUG,1.00,Back,BACK and TRAPEZIUS,Weighted,Bodyweight,,video/BACK and TRAPEZIUS/gif-male/inverted-row male.gif,CONFLICT,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: inverted row; local alias equals Supabase slug: inverted row; incompatible category equipment
3023,Inverted Row: Feet Elevated,inverted-row-feet-elevated,,,,UNMATCHED,0.00,Back,,Body Weight,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3024,Inverted Row: High Bar,inverted-row-high-bar,,,,UNMATCHED,0.00,Back,,Body Weight,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3025,Inverted Row: On Hips,inverted-row-on-hips,,,,UNMATCHED,0.00,Back,,Body Weight,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3026,Inverted Row: One Arm,inverted-row-single-arm,63,Single-Arm Dumbbell Row,single-arm-dumbbell-row,REVIEW,0.60,Back,BACK and TRAPEZIUS,Suspended,Dumbbell,,video/BACK and TRAPEZIUS/gif-female/Single-arm row with bench support femme.gif,CONFLICT,candidate similarity score 0.60; incompatible  equipment
3027,Row,row,,,,UNMATCHED,0.00,Back,,Suspended,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3028,Row: One Arm,row-single-arm,,,,UNMATCHED,0.00,Back,,Suspended,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3029,Pull-up (open-centered bar),pullup-open-centered-bar,,,,UNMATCHED,0.00,Back,,Assisted (machine),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3030,Pull-up (open-centered bar): Standing,pullup-open-centered-bar-standing,,,,UNMATCHED,0.00,Back,,Assisted (machine),,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3031,Parallel Close Grip Pull-up,parallel-close-grip-pullup,180,Pulldown Lower Lats 1,pulldown-lower-lats-1,ALIAS_MEDIA_MATCH,0.99,Back,BACK and TRAPEZIUS,Assisted (machine),Bodyweight,pulldown Lower Lats 1.mp4,video/BACK and TRAPEZIUS/videos/pulldown Lower Lats 1.mp4,CONFLICT,local linked video filename equals Supabase media filename: pulldown Lower Lats 1.mp4; incompatible  equipment
3032,Pullover,pullover,171,Cable Pullover,cable-pullover,ALIAS_MEDIA_MATCH,0.99,Back,BACK and TRAPEZIUS,Barbell,Cable,Cable Pullover.mp4,video/BACK and TRAPEZIUS/videos/Cable Pullover.mp4,CONFLICT,local linked video filename equals Supabase media filename: Cable Pullover.mp4; incompatible  equipment
3033,Bent-over Pullover,bent-over-pullover,171,Cable Pullover,cable-pullover,ALIAS_MEDIA_MATCH,0.99,Back,BACK and TRAPEZIUS,Cable,Cable,Cable Pullover.mp4,video/BACK and TRAPEZIUS/videos/Cable Pullover.mp4,CONFLICT,local linked video filename equals Supabase media filename: Cable Pullover.mp4; incompatible category
3034,Close Grip Pulldown,close-grip-pulldown,180,Pulldown Lower Lats 1,pulldown-lower-lats-1,ALIAS_MEDIA_MATCH,0.99,Back,BACK and TRAPEZIUS,Cable,Bodyweight,pulldown Lower Lats 1.mp4,video/BACK and TRAPEZIUS/videos/pulldown Lower Lats 1.mp4,CONFLICT,local linked video filename equals Supabase media filename: pulldown Lower Lats 1.mp4; incompatible  equipment
3035,Pulldown,pulldown,127,Pulldown,pulldown,EXACT_SLUG,1.00,Back,BACK and TRAPEZIUS,Cable,Cable,pulldown Entire Lats.mp4,video/BACK and TRAPEZIUS/gif-male/Pulldown male.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: pulldown; local alias equals Supabase slug: pulldown
3036,Pulldown: Parallel Grip Pulldown,pulldown-parallel-grip-pulldown,,,,UNMATCHED,0.00,Back,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3037,Pullup/Chinup,pullup-chinup,179,Pulldown Entire Lats,pulldown-entire-lats,ALIAS_MEDIA_MATCH,0.99,Back,BACK and TRAPEZIUS,Cable,Bodyweight,pulldown Entire Lats.mp4,video/BACK and TRAPEZIUS/videos/pulldown  Entire Lats.mp4,CONFLICT,local linked video filename equals Supabase media filename: pulldown Entire Lats.mp4; incompatible  equipment
3038,Pullup/Chinup: Chinup,pullup-chinup-chinup,86,Chin-Up,chin-up,REVIEW,0.50,Back,BACK and TRAPEZIUS,Cable,Body Only,,video/BACK and TRAPEZIUS/gif-male/chin-ups male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
3039,Pullup/Chinup: Parallel Close Grip Pull-up,pullup-chinup-parallel-close-grip-pullup,90,Close-Grip Pronated Pull-Up,close-grip-pronated-pull-up,REVIEW,0.50,Back,BACK and TRAPEZIUS,Cable,Pull-Up Bar,,video/BACK and TRAPEZIUS/gif-male/Close-grip pronated pull-up male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
3040,Pullup/Chinup: Parallel Grip Pull-up,pullup-chinup-parallel-grip-pullup,,,,UNMATCHED,0.00,Back,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3041,Pullup/Chinup: Pull-up,pullup-chinup-pullup,86,Chin-Up,chin-up,REVIEW,0.50,Back,BACK and TRAPEZIUS,Cable,Body Only,,video/BACK and TRAPEZIUS/gif-male/chin-ups male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
3042,Underhand Pulldown,underhand-pulldown,180,Pulldown Lower Lats 1,pulldown-lower-lats-1,ALIAS_MEDIA_MATCH,0.99,Back,BACK and TRAPEZIUS,Cable,Bodyweight,pulldown Lower Lats 1.mp4,video/BACK and TRAPEZIUS/videos/pulldown Lower Lats 1.mp4,CONFLICT,local linked video filename equals Supabase media filename: pulldown Lower Lats 1.mp4; incompatible  equipment
3043,Front Pulldown,front-pulldown,176,Front Pulldown,front-pulldown,EXACT_SLUG,1.00,Back,BACK and TRAPEZIUS,Lever (selectorized),Lever (selectorized),pulldown Entire Lats.mp4,video/BACK and TRAPEZIUS/videos/Front Pulldown (Back).mp4,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: front pulldown; local alias equals Supabase slug: front pulldown
3044,Archer Pull-up,archer-pullup,126,Pull-Up,pull-up,REVIEW,0.50,Back,BACK and TRAPEZIUS,Band-assisted,Body Only,,video/BACK and TRAPEZIUS/gif-male/pull-up male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
3045,Pull-up: Parallel Grip,pullup-parallel-grip,122,Wide-Grip Pull-Up,wide-grip-pull-up,REVIEW,0.50,Back,BACK and TRAPEZIUS,Band-assisted,Bodyweight,,video/BACK and TRAPEZIUS/gif-male/male Wide-grip pull-up.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
3046,One Arm Pull-up New!,single-arm-pullup-new,,,,UNMATCHED,0.00,Back,,Body Weight,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
3047,Pull-up: Self-assisted,pullup-self-assisted,57,Band-Assisted Pull-Up,band-assisted-pull-up,REVIEW,0.50,Back,BACK and TRAPEZIUS,Suspension,Bands,,video/BACK and TRAPEZIUS/gif-female/band-assisted-pull-up  femme.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
3048,Shrug,shrug,58,Cable Shrug,cable-shrug,REVIEW,0.50,Back,BACK and TRAPEZIUS,Barbell,Cable,traps.mp4,video/BACK and TRAPEZIUS/gif-female/Cable Shrug femme.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
